"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"42462839235026944","","","","","2011-03-01 05:55:04 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","this was shot at my univ UTA! http://t.co/P1ZKgX4","http://www.youtube.com/watch?v=6_XWMeynu84"
"42455354029768704","","","","","2011-03-01 05:25:19 +0000","web","my dad's a blogger .... yeah... http://kanoongim.blogspot.com/"
"42332939731738624","","","","","2011-02-28 21:18:53 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","easy to remember link for callbreak. http://t.co/1RDfNR7","http://j.mp/playcallbreak"
"42328852793532416","","","","","2011-02-28 21:02:39 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@zaurav well that's it! hope you enjoyed it! I hope some ppl didn't mind fire hosing   their feed!"
"42328189644709888","","","","","2011-02-28 21:00:01 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@zaurav oks. looks like you already won though"
"42327790929973248","","","","","2011-02-28 20:58:26 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@zaurav :( kinda miscalculated!"
"42327293875593216","","","","","2011-02-28 20:56:27 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@zaurav yea I know! It's been around for a year online but has not gathered much interest!"
"42326579891810304","","","","","2011-02-28 20:53:37 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@zaurav np"
"42326250752188416","","","","","2011-02-28 20:52:19 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@zaurav yea kinda sketchy on the details of the game, need to make some adjs, but can't believe it's running so smoothly :)"
"42325934023520256","","","","","2011-02-28 20:51:03 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@zaurav oks"
"42325109914075136","","","","","2011-02-28 20:47:47 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@zaurav yea .. there just playing random cards. sometimes works."
"42324669780594688","","","","","2011-02-28 20:46:02 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@zaurav yea robot-c9882 killing it!"
"42324111787163649","","","","","2011-02-28 20:43:49 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@zaurav just click on one of the cards below? doesn't work?"
"42323928374456320","","","","","2011-02-28 20:43:05 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@zaurav yea I was working on that a yr ago when I suddenly lost interest! (your turn btw!)"
"42323606209966080","","","","","2011-02-28 20:41:48 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@zaurav ekdam pate tas cha mero!"
"42322796365348865","","","","","2011-02-28 20:38:35 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@zaurav or better yet create a table n I'll join"
"42322635090182144","","","","","2011-02-28 20:37:57 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@zaurav ahh the joy of programming, it fixed itself! try it now"
"42320619777425408","","","","","2011-02-28 20:29:56 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@zaurav ugghh ..... lemme see what's up. Thanks for the heads up though."
"42318983101288448","42054446087278592","12474212","","","2011-02-28 20:23:26 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@himanshuc I know!!"
"42317869077368832","","","","","2011-02-28 20:19:00 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","callbreak is back online! play with your friends and family :) http://t.co/Jcj9hi4","http://ec2-75-101-245-237.compute-1.amazonaws.com:8888/seaside/callbreak"
"42251558733365248","","","","","2011-02-28 15:55:31 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","http://t.co/M9HgmkG","http://www.onthemedia.org/transcripts/2011/02/25/01"
"42079599164801024","","","","","2011-02-28 04:32:12 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@zaurav she did it again!!!"
"42076212117372928","","","","","2011-02-28 04:18:45 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","the dude for best actor?"
